Author
Mark P. O. Morford
Robert J. Lenardon
Richard Bruce Wright
Carlo D'Este
Romain Gary (�mile Ajar)
Donald J. Sobol
Ted Enik
Sushil Jajodia
V. S. Subrahmanian
Steve Cunningham
Judson Rosebush
Donnie O'Quinn
Stephen Cosgrove
Jesse Liberty
Mark Cashman
Christa Kr�ger
Doris D�rrie
Fanny Morweiser
Colum McCann
Donna W. Cross
Wolfgang Neuhaus
Jan Mehlum
Jessica Andersen
Leonard Wolf
A. N. Roquelaure
Barbara Hambly
Prosper M�rim�e
Dietrich Schwanitz
Cora Stephan
Gregor Sander
Andr� Gide
Raimund Theis
Christine Stemmermann
Pierre Joffroy
Ulrich Kunzmann
Stefan Zweig
Friederike Mayr�cker
Alejo Carpentier
Anneliese Botond
Willy Breinholst
Alan Durband
Jean-Jacques Sempe
Deborah Moggach
Shulamit Lapid
Christopher Dolley
Elinor Lipman
Lucius Shepard
J. K. Potter
Robert Kelley
Walter Pruncel
Klaus M�ller
Roberto Calasso
Peter Fitzsimons
Zecharia Sitchin
Penthouse International
Margaret Weis And Tracy Hickman
Louise Voss
Meredith Ann Pierce
Kathryn M. Drennan
W.S. Merwin
Phil Hirsch
Brian Buniak
Deborah Scott
David Poyer
Barbara Seuling
Rebecca O'Connell
Hilary Jenkins
Glen Grant
Harry Crews
Mike Miller
Jan Brett
Jerry W. Ward
Tenaya Darlington
Douglas Pagels
Patricia Wayant
Gary D. Chapman
Larry Burkett
The Editors Of People Magazine
The Editors Of Peop
The Editors Of Entertainment Weekly
The Editors Of
Joe Stahlkuppe
Stormie Omartian
Rita Dove
Jewel
Nikki Giovanni
Tony Medina
Louis Reyes Rivera
Sonia Sanchez
David Lehman
Diana Barron
Kirby Record
Steven Ferry
Tanya Petrovna
Jean Krueger
Joel Brouwer
Donald W. Hayward
Jeannette Eyerly
Bill Buchanan
Kandy Radzinski
Jim Shepard
George C. Williams
William  Shakespeare
A. R. Braunmuller
Stephen  Or
Joel Spring
Rene Chartrand
Patrice Courcelle
Bill Younghusband
Philip Haythornthwaite
Bryan Fosten
Richard Holmes
George Guidall
Dave Marinaccio
Ralph Steadman
Allison Pollack Alexander
Jill Henry
Nancy Block
Janet Leigh
Rachelle Nelson
Charles R. Swindoll
Steve Shagan
Alex Beam
Chris Kenry
G.G. Marquez
Charlotte Bingham
Don Peppers
Martha Rogers
Michael Beres
Kay
Mary Kay Simmons
Kathryn Lynn Davis
P D James
Marsha Boulton
Bill H. Gates
Bryan Cholfin
Edith Pargeter
Katharine Kerr
Hugh Sebag-Montefiore
Michael Lee West
Richard Evans
Rosie Rushton
Dermot Bolger
Pamela Stephenson
Ingrid Weaver
Richard N. Bolles
Gwen Gotsch
Judy Torgus
William Sears
Martha Sears
Vicki Iovine
T. Berry Brazelton
American College Of Obstetricians And Gynecologist
Marvin S. Eiger
Sally Wendkos Olds
Wendy Wray
Roe
Leslie Dunkling
Robin Norwood
Christina Baker Kline
Gale Pryor
Kate White
Jan Guillou
Lieselotte Kolanoske
Michel Faber
Shelomoh Di-Nur
Philip Simpson
Tony Earley
J. P. Donleavy
James Patrick Donleavy
Elliot Banfi
Stuart David
Gay Courter
James R. Kincaid
Beryl Bainbridge
Kirsten Bakis
Bellow
David Almond
Chinua Achebe
Cheryl Ann Costa
Sage
Manjusha Pawagi
Leanne Franson
Thomas E. O'Hara
Stephen Sondheim
James Lapine
Jim Currie
Lauren Slater
John M. Gottman
Joan DeClaire
Frederick Lenz
Scott S. Smith
Erika Lopez
Cynthia MacGregor
Gary Mechler
Steven P. Shelov M.D.
Vicki Lansky
Jack Lindstrom
Barry Reed
Thomas Swan
Martin Clark
P. J. Tracy
Tim Dolin
Harley Hahn
Cindy West
Mateu
Justine Fontes
Omar Rayyan
Alice Alfonsi
Bill Wallace
Carol Wallace
Jean Van Leeuwen
Adam Rapp
Nicole Luiken
Nancy Munger
William Heffernan
Norman Kelley
Ruth Birmingham
Paullina Simons
Miriam Therese Winter
Sid Kirchheimer
Tom Magliozzi
Greg Proops
Richard Lederer
Richard Howard
Henry W. Stine
B. B. Jordan
Leora Krygier
David Thompson
Diane Hoh
Hayden Mead
Kevin Jackson
Tim Lebbon
Steven Feinberg
Garfield Reeves-Stevens
Richard L. McGuire
Robert Poe
Charles Lamb
Paul B. Thompson
Tonya R. Carter
Robert S. Kane
Helen Keller
D. H. Lawrence
Elise Juska
MaranGraphics
G. K. Chesterton
Michael Foreman
Robert Van De Castle
Alan M. Dershowitz
Mikal Gilmore
Thomas Moore
Kathy Cronkite
Gertrude Stein
M. C. Hargreaves
Eric Hansen
Harpo Marx
Rowland Barber
Simon Louvish
Arturo P�rez-Reverte
Sonia Soto
Margaret Costa
Aylmer Maude
E.B. Greenwo
Miriam Toews
Patrick Taylor
Fred Stenson
Irene Gut Opdyke
Jennifer Armstrong
Ahdaf Soueif
Aleksandr Solzhenitsyn
Catherine Simmons Niven
Shyam Selvadurai
John McGahern
D. M. Thomas
Clyde Edgerton
Grace MacCarone
Kris Lowe
Grace Catalano
Jan Berenson
Rosalind Noonan
Suzy Becker
Gertrude Warner
Jimmy Buffett
Ellie Kay
Maud Hart Lovelace
Lois Lenski
Jaime O'neill
Rick Carroll
Robert L. Clifton
Alan M. Dahms
Alan Furst
Johnny Cash
Jonny Cash
Patrick Carr
Nicholas Gage
Bette Bao Lord
Blue Balliett
Tom Raabe
Jack Schaefer
Donna Kae Nelson
Debra Kang Dean
Colette Inez
Ross Talarico
Merle Kessler
William Molnar
June Callwood
Daniel Wallace
Robert Bonazzi
John Howard Griffin
John Howard Gri
Terri Blackstock
Beverly Lewis
Pauline Nestor
Alma Bond
Alma H. Bond
Jose Eugenio Soares
Maud Ellmann
Scott Gardiner
John Harvey
Rochelle Majer Krich
Alma Marceau
Heinz Zwack
Larry Berger
Dahlia Lithwick
Indu Sundaresan
E. L. Doctorow
Donald E. Westlake
Chet Williamson
Peter Robinson
Robert W. Walker
Earlene Fowler
Karen Kijewski
Lynda La Plante
Mark T. Sullivan
Susan Wittig Albert
Stuart M. Kaminsky
Linda Davies
Sandra West Prowell
Deborah Crombie
Marianne Wesson
Jeremiah Healy
J. F. Freedman
Kate Wilhelm
Wolf Haas
Walter
Sr. Scott
Anne Newlands
Dave Allan
Matt Kingdon
Kris Murrin
Daz Rudkin
David Hussey
D E Hussey
Eddie Obeng
Storm Constantine
Sue Bishop
Ali Smith
Margaret Burt
Muriel Spark
Marcia Willett
Susan Dunlap
Cathie Pelletier
Joan Johnston
Amos Oz
Nicholas De Lange
Nancy Geary
Jacqueline Navin
Robert Half
Anne Ursu
Constance Allen
Pat Relf
Nancy Stevenson
Mary Pope Osborne
Sal Murdocca
Delores Fossen
Gail Gaymer Martin
Charlotte Douglas
Harry H. Harrison Jr.
J.M. Dillard
David Loughery
Keith Sharee
Sharon Green
A. C. Crispin
Joss Whedon
Mary E. Hunt
Anais Nin
Wendy Pini
Richard Pini
Paul Cowan
Rachel Cowan
Charles Grant
Elizabeth Levy
Bill Basso
Gary Hogg
Agnes Von Kurowsky
Henry Serrano Villard
Ernest He
Katherine Dunn
Brigitte Aubert
Susanne Staatsmann
Irvin D. Yalom
Uda Str�tling
Richard Laliberte
Napoleon Hill
James Bovard
Harry Browne
William E. Simon
Linus Torvalds
David Diamond
Ann Durell
Marilyn Sachs
Carl Norac
Claude K. Dubois
Gustav Meyrink
Sam McBratney
Mikhail Bulgakov
Mirra Ginsburg
Sean Russell
John Nichols
Chuck Barris
Barbara Haveland
Louise Gherasim
McBain
Holly Halverson
Dave Davidson
Beryl Peters
Frankie
Isaak Babel
Corneille
Tim Guenard
Patrick Besnier
Hakan Nesser
Christel Hildebrandt
Ruth Warrick
Don Preston
Shannon Waverly
K. N. Casper
Mackie Shilstone
Susan Floyd
Tom Wilson
Ann Evans
Darlene Graham
Lynnette Kent
Peggy Nicholson
Tara Taylor Quinn
Jennifer Greene
Jackie Merritt
Claire Foshee
Alisa M. Hoffman
Arnold Robbins
Bill Phillips
Michael D'Orso
Lass Small
Kathryn Shay
Stella Bagwell
Lindsay McKenna
Brenda Novak
Jack L. Chalker
Georges Passelecq
Bernard Suchecky
Linda Nevins
Jonathan Swift
Sasha Miller
Julie Brady
Stewart Lee Allen
Roger Housden
Pierre Desproges
Jonathan Ames
Peter C. Newman
Lien Chao
Jim Wong-Chu
T S Eliot
Rae Lawrence
Mladen Sutej
Catherine George
Marion Lennox
Carol North
Anne Lindsay
Ian S. Graham
Edmund H. Volkart
Satya Das
Jennifer Chiaverini
Arthur C. Clarke (Introduction)
Weigle
Joyce Milton
Larry Schwinger
Sarah Vowell
Deborah Simmons
Rafik Schami
Hans Hermann
Nikolaus Hansen
Carlos Castillo
Martin Scott
Jenny Randles
Will Gatti
Hal B. Pickle
Royce L. Abrahamson
Alice Steinbach
Douglas Clegg
Patrick Chabris Christopher
Wolff
Mike Baker
Walter M. Miller Jr.
H. P. Lovecraft
John Jude Palencar
U.S. Senate Committee On Commerce
Ricia Mainhardt
Keith R.A. DeCandido
Louise Rafkin
Randolph Hogan
Norman Manea
Henry Roth
Edith T. Mirante
Katherine Stone
Abraham. VERGHESE
Edward DeAngelo
Diana Ossana
Janice Gray Kolb
Bella Bathurst
Aimee Bender
Sara Davidson
Kristin Hunter Lattany
People For The Ethical Treatment Of Anim
Dennis Cooper
MARLIS WEBER
Donald Harstad
Rosalyn McMillan
Carol Smith
Cecil Foster
Susan S. Kelly
David Storey
Janice Graham
Carolly Erickson
Terence M. Green
Robert Olen Butler
Lam Kam Chuen
Stanley Wynett
Lucy Mead
Dawn Miller
Jay Mohr
Katrina Kenison
L B Greenwood
Jeff Selis
Patrick McDonnell
Mark Beckloff
Dan Dye
Hollis Gillespie
Charles
Gina B. Nahai
Ngaio Marsh
Judy Alsager
Silas House
Anne Vipond
Alan Nakano
William Kelly
mic Defreita
Paige Davis
Loren Lester
Sheryl Bernstein
Marti
Nick. Hornby
Robert Kirschner
Peter (Narrator) MacNichol
Tim Curry
Jill Tanner
Alexandra Ripley
Dixie Carter
James P. Womack
Daniel T. Jones
Helen  Fielding
Susan Donovan
Patricia Heaton
James Wasserman
Joao Aguiar
Peter S. Beagle
Rand Flem Ath
Daniel Easterman
Alex Kerr
?? ??�??????
Anne Matsumoto Stewart
Joseph MacAnthony
S. N. Lewitt
Caiseal Mor
Jill Gregory
Doris Elaine Fell
Joe Coomer
Joan Elliott Pickart
Kristen Heitzmann
Jeff Gomez
Lois Henderson
Lawrence Naumoff
Sigmund Brouwer
Sherrie Lord
Kathleen Morgan
Lois Erickson
John Brady
Thomas O'Hara
Kenneth S. Janke Sr.
Glen David Gold
Paul Meier
Pamela Browning
Tova Mirvis
Rochelle Krich
Jane Shapiro
Bruce Chatwin
Barry Clifford
Phil Georgeff
Jason Wilson
Joe Queenan
Quintin Jardine
Kit Castle
Cara Saylor Polk
August Strindberg
Michael Robinson
Persia Woolley
Aidan Chambers
Shelley Smith
John Buxton Hilton
Brenda Maddox
Bartholomew Gill
Sang Hun Lee
Giles Gordon
Dr. Paul Carus
Henry Lincoln
Leonard Foley
Jovian Weigel
Patti Normile
Dr. Frances Cress Welsing
Aleister Crowley
Roger Sherman Loomis
Jeanne Avery
Lama Surya Das
Breena Clarke
Javier Mar�as
Alfred Bester
Richard Laymon
Avi
Ulli G�nther
Herbert G�nther
Conor Cruise O'Brien
Ursula K. LeGuin
Jim Hightower
Cheryl Landon
Alexa Hennig Von Lange
Dennis Danvers
Stanley Bing
Carlene Thompson
Krentz
Raymond E. Feist
Danelle Harmon
Debbie Travis
Rebecca Lickiss
Claire Berlinski
Karyn Monk
Casey Claybourne
Kim Barnes
Stephen Hunter
Roisin McAuley
Jean Hanff Korelitz
Janet Laurel
Hilary Hemingway
Jeffrey P. Lindsay
Craig Holden
Iris Murdoch
Vincent Van Gogh
Ronald De Leeuw
Arnold J. Pomeran
Philip Smith
Nahum N. Glatzer
Dante Alighieri
John Ciardi
Zilpha Keatley Snyder
Steven Spielberg
Elizabeth Hand
Tracie Peterson
Judith McCoy Miller
Paula Volsky
Erich Loest
Sir Francis Chichester
Jonathan Raban
Scott B. Smith
Shirley Temple Black
Daniel Clowes
Walter James Miller
Mark Morris
William Wordsworth
Don Kurtz
George C. Andrews
Safian
Victoria Looseleaf
Eugene Stiles
George Sand
Rosemary Lloyd
Richard Wrigley
Jay Leno
A.L. Alexander
Daniel Defoe
Mort Gale
Mary Sanford Laurence
C.G. Jung
W. S. Dell
Cary F. Baynes
Gail Harvey
Rebecca Shannonhouse
Rizzoli
Magnus Magnusson
Hermann Palsson
Paul Edwards
Doug Peacock
Miles Harvey
Gay Talese
Carl Stiner
Deborah E. Crombie
Ph.d.
Phillip C. Mcgraw
David Martin
Elizabeth Marshall Thomas
Greta K. Nagel
Rick Mofina
Marilu Henner
Laura Morton
Anthony Robbins
Tom  Clancy
A. Roger Merrill
Rebecca R. Merri
Anne McGee-Cooper
Jane B Burka
Joan Brady
Perri O'Shaughnessy
Carola Salisbury
Katherine Paterson
Mary Lewis
Hickm
James Hadley Chase
Anne Rampling
Bonnie Gabriel
Eileen Dreyer
Laura Childs
Stephen W. Frey
Henry Petroski
Margaret Mitchell
M.C. Beaton
Peter Kline
Thornton Wilder
Carol Kruckeberg
John Connolly
John Steven Gurney
John Steven 
Lee Davis Willoughby
George Cable
Laura McNeal
Nathaniel Benchley
Arnold Lobel
Steve Vance
Lori Aurelia Williams
Donald R. Gallo
D M Thomas
Angela Malone
Tessa De Loo
Ruth Levitt
Julian Rathbone
Guy Gavriel Kay
Babette Cole
Brian Hollingsworth
Arthur Cook
Jennie Hanks
Bill Peet
Monty Roberts
Poul Anderson
Edith Layton
Elizabeth A. Scarborough
Elizabeth
Christine Feehan
Elsie Clews Parsons
Barbara Ardinger
Brian Sibley
Joseph Flynn
Stuart Palmer
J. Orde
Linda Barnes
North American Bear Co.
Nicolas Fargues
Edith Hamilton
Edwin Abbott
Jacob And Wilhelm Grimm
Children's Dover Thrift
Miranda Lundy
Carol Highsmith
Ted Landphair
Linda Jennings
Winston Groom
Todd Cramer
Doug Munson
Michael C. Eberhardt
Thomas Keneally
Susan Collin Marks
Martin Lings
Laura Siegel Gilberg
O Park
Donald D. Walsh
Galway Kinnell
William Bolitho
David Bevington
David Scott Ka
Anatolian Treasures
Rita Murphy
Tony Tanner
Edward Ziegler
Ken Warren
L. Neil Smith
Simon R. Green
Jemiah Jefferson
Peggy Payne
Robert R. McCammon
Paul Harding
Tom Shroder
Michael Dorris
Penelope Smith
Henry Rollins
Charles G. Waugh
Boston Teran
Janette Oke
Glenn Dabbs
Laura Shaine Cunningham
Meagan McKinney
Beverly Bird
Robert Kroetsch
Caroline Roe
Susan Crosby
Wendy Markham
Barbara Holland
D. W. Harding
Edward Stewart
Francis Roe
Slavomir Rawicz
Deborah Howe
James Howe
Alan Daniel
John Peterson
Roberta Carter Clark
Lori Wick
Judith Pella
Lauraine Snelling
Penelope J. Stokes
Wendy Etherington
Velma Wallis
Jahnna N Malcolm
Paul Howard
Amy Keating Rogers
E.S. Mooney
Hom And Hom 
John Maddox
Stephen Jay Gould
Jane Goodall
Phillip Berman
Pauline Reage
Molly Giles
Dan H. Laurence
Feliks Topolsk
Christopher Bigsby
Webster's Editors
Desmond Morton
William Blake
Russell Baker
T. Davis Bunn
George Macdonald
Helen Stratton
Arthur Hughes
Jack David
Robert Lecker
John Harvey Jones
Jeremy Dronfield
Clare Boylan
DBC Pierre
Linda Rosenkrantz
Pamela Redmond Satran
David Milstead
Mindy Pennybacker
Aisha Ikramuddin
New Woman
Hubert Selby  Jr.
Joan Jacobs Brumberg
Rebecca Wood
Harry Gersteneker
Joanna Stratton
Arthur M Schlesinger
Stephanie Doyle
Tanya Michaels
Gary Provost
Bunkie Lynn
Rick Baldwin
Brian Stewart
Kathleen Tessaro
Amy Blackmarr
Mark Donnelly
Chr
Jennifer Finney Boylan
Liane Moriarty
Brian Masters
Maggie Gibson
William Storandt
Parker C. Hinter
Diamond Studio
Kim Ostrow
Kirsten Larsen
Peggy Parish
Wallace Tripp
Barbara Siebel Thomas
Lynn Sweat
Gertrude Cha Warner
Dirk Gringhuis
Gertrude C. Warner
Dick Gringhuis
Alan Tiegreen
Jan Naimo Jones
Paul Casale
Paul Witcover
Sparkle Hayter
Martin Amis
Robert Barnard
Robert Clark
Celeste Bradley
B. M. Gill
Lisa Jewell
Robert C. Atkins
Geri Larkin
Geraldine A. Larkin
Kim Wilkins
Benjamin DeMott
Herberth E. Herlitschka
Peter Handke
Walter Kappacher
Daniel Glattauer
Edward Lee
Aljean Harmetz
Marianne Fredriksson
Marlisa Szwillus Dr
Kirk Martin
Nicole Thomas
P. D. Cacek
Karen Rose
Perri Klass
Laura Moriarty
Erik Wilson
Steve Gerlach
Simon Clark
Jack Ketchum
Jose Vasconcelos
Julio Cortazar
Federico Garcia Lorca
John L' Heureux
Judith Minthorn Stacy
Monica Wood
J Lisle
Frank D'Arcy
George Edward Stanley
Linda Graves
Nancy Moser
Eleanor Estes
Barbara Mujica
Freda Warrington
Stanley Corngold
James Welch
Mia Yun
Martin Hallett
Jerry Wasserman
James Curtis
Clarke
Linda Singer
Dimitrios Roussopoulos
Nancy Waxler-Morrison
Joan M. Anderson
Elizabeth R
George Woodcock
Harry H. Hiller
H Krahn
James Kinsley
M. K. Jo
Valerie Solanas
Katharine Burdekin
Daphne Patai
Kate Millett
M Gilliland
Jean Stead
Brian Fawcett
Joy Kogawa
Irving Wallace
Marion Elliot
Masahiro Chatani
Geoffrey Butcher
Diana Bryan
Jonathan Kozol
Maria Grazia Swan
Craig Joseph Danner
Kathryn Harrison
Jamie Suzanne
Richard David Carson
Novle Rogers
Nell Nichols
Kathryn Larson
Stearn Robinson
Tom Corbett
Laurence J. Lafleur
Teddy Lenderman
Janet Lynnford
Melanie Walz
Anthony B Herbert
Nero Blanc
Arthur Ransome
Lian Hearn
Eric Idle
James Dickey
Siegfried Lenz
Paule Marshall
Noah Gordon
Philippa Gregory
Max Barry
Edgar Rice Burroughs
Garry D. Kilworth
Iain Johnstone
John Cleese
Janet Berliner
George Guthridge
Mervyn Peake
Quentin Crisp
Walter J. Lord
Walter Lord
Dietrich Von Hildebrand
John Long
John
Long
University Of Navarre
John R. Lee
Virginia Hopkins
Munro Leaf
Robert Lawson
William Armstrong
Eleanor Coerr
Mark Shulman
Dandi Daley Mackall
Andy And Illustrated By Andy Stiles Rector
Bill Lorencz
Marcia Thornton Jones
Suzy Kline
Beve
Barb Schwarz
Catherine Clark
Paul McCusker
R.A. Montgomery
Zander Hollander
David Schulz
Allen Edgar
Bill Myers
Joseph Layden
Joe Layden
Jean Estoril
Vivien Alcock
Mark R. Littleton
Miriam A.
Etal. Lademan
Ingri D'Aulaire
Edgar Parin D'Aulaire
John Grisewood
Kathy M. Douglas
Ivan Aralica
Ann Moura
S. J. Gaither
Micheal Canada
Kala Pajeon
Ketz Pajeon
Marion Dane Bauer
Beck Underwood
Joe Buff
Michael Bishop
Denise Hamilton
Lance Morrow
Boris Starling
Junius Podrug
Sean Stewart
Steven Spruill
Patricia Tichenor Westfall
Nicolas Freeling
Joan D. Vinge
Kathryn Marie Cocquyt
Thomas Fensch
Naomi Nash
Dr Joyce Brothers
Patrick O'Brian
William H. Keith
Walter Farley
Theresa Monsour
Victor Kelleher
Richard Sherbaniuk
Pam Houston
Karin Cook
Eileen Christelow
James Cross Giblin
Laura Dower
Jim Steck
Daniel Goleman
Ken Kesey
Harry Harrison
Elizabeth Ann Scarborough
Gwendolyn Mitchell Diaz
Jane Haddam
David Spencer
Frances A. Miller
Christopher Stasheff
R. A. Montgomery
Paul Granger
Charles Osborne
Valerie Harper
Janet E. Lapp
Will Steger
Carrie Fisher
Alicia Mundy
Douglas H. Ubelaker
Henry Scammell
John H. Davis
May Sarton
Claudia O'Keefe
Patricia Deane Wigington
Stephen Manes
David Quammen
Dick Drew
Michael Whelan
Sharon Shinn
Michelle Roehm
Cees Nooteboom
Page Smith
Marilyn Diamond
G. Cabrera Infante
Guillermo Cabrena Infante
Brian L. Weiss
Truddi Chase
Josh Koppel
Frank Conroy
Thomas Mohr
Andreas Eschbach
Liaty Pisani
Jim Crace
Walter Ahlers
Robert H�ltner
Barbara Wood
Verena C. Harksen
Jack Finney
Federica De Cesco
Federica DeCes
Uwe Anton
Judith Hermann
Svenja Becker
Kate Douglas
Robin Raab
Douglas Niles
Bett Williams
Patricia Frances Rowell
Catherine Spencer
Gordon W. Prange
Donald M. Goldstein
Katherine V.
Richard Kauffmann
Field
Courtlandt Dixon Barnes Bryan
Edith M. Pavese
Evan S. Connell
Ethan Coen
Jill Robinson
L. Lee Wilson
Tom Snyder
Mike Wilkins
Ken Smith
Doug Kirby
Sandra Gurvis
Jane Stern
Michael Stern
Michael Stern Rn
Jane Browne
Stephen Jones
William Lewis Herndon
Gary Kinder
Charles Baxter
Johanna Roebas
Cynthia Heimel
Rob Payne
Emily Barr
Debra Kent
Andrew Mark
Ambrose Bierce
John B Jr Cobb
Oliver L. North
Joe Musser
David Delman
Robert Rankin
Sharon Kahn
Joanne Pence
Annie Griffin
Dolores Johnson
Alex Pate
Hanna De Heus
Helen Bianchin
Stephen Goldin
Rona Jaffe
Lauren F. Winner
Robert K. Johnston
Susan Newman Ph.D
Tony McGowan
Christopher Awdry
S. Hughes
Linda Crew
Frank Lauria
Louisa Luna
Charlotte Breuer
Margaret Forster
Roseli Bontjes Van Beek
Saskia Bo
Ilona Maria Hilliges
Peter Hilliges
Ulrike Schweikert
Stan Nicholls
Emily Bront�1/2
Patsy Stoneman
Lonely Planet
Lisa Johnson
Gail Anderson-Dargatz
Lacretelle
Martin  Luther King
Deborah Spungen
Steve Bobrowski
Kjartan Flogstad
Kjartan Flgstad
Nadia M. Christen
Paul Bowles
Lewis Perdue
Susan Howatch
Michael Azerrad
Robert Quackenbush
James Guimo
Joanna Elm
Paula Sheridan
Noel Hynd
Nora Lam
Helen Van Slyke
Aola Vandergriff
Pete Earley
Chris Rock
Oscar Williams
Henry David Thoreau
Pat McGrath Avery
Lisa Brez
Archer
L. Robert Kohls
DR. MIRIAM STOPPARD
Haven Kimmel
Harry Stein
Teri Seidman
Sherry Suib Cohen
Mario Buatta
Francine Rivers
Diane Noble
Elizabeth Cox
Carly Phillips
Joseph Bedier
Hilaire Belloc
Ebury Press
Laurice Elehwany
Patricia Hermes
Caroline B Cooney
Florence Temko
Martha Williamson
Jerome Lawrence
Robert E. Lee
Edgar Lee Masters
Marlene Rimler
Douglas Scott
Barbara Robinette Moss
Barclay Shaw
Claudia Dain
